0.61868	0.50744	0.43639
0.59723	0.60059	0.58338
0.52249	0.67498	0.56971
0.64877	0.51946	0.59742
0.46329	0.44997	0.56276
0.50782	0.46041	0.43876
0.40987	0.47146	0.38623
0.66071	0.39853	0.49951
0.67569	0.56594	0.43622
0.52787	0.56496	0.74408
0.48204	0.49108	0.40684
0.69313	0.52780	0.43998
0.47878	0.42788	0.59938
0.36588	0.66419	0.59132
0.52293	0.42936	0.52173
0.49131	0.45098	0.49437
0.70148	0.87607	0.67465
0.60375	0.47180	0.35787
0.32426	0.83895	0.55489
0.51003	0.51035	0.34444
0.49240	0.62185	0.54374
0.54811	0.60112	0.37415
0.59945	0.58618	0.41281
0.51996	0.33037	0.49385
0.68196	0.54927	0.37911
0.71493	0.61412	0.54990
0.46859	0.67527	0.50671
0.50819	0.55448	0.55838
0.48213	0.56837	0.59943
0.65901	0.43865	0.45634
0.55028	0.63899	0.37547
0.69652	0.61459	0.60722
0.50803	0.99702	0.50056
0.49665	0.65542	0.64221
0.43354	0.36944	0.53447
0.68551	0.51123	0.55542
0.55195	0.54896	0.61229
0.69276	0.55255	0.48073
0.58301	0.70446	0.37496
0.61346	0.63950	0.55971
0.39196	0.45950	0.55825
0.39391	0.57208	0.58179
0.77252	0.66304	0.63360
0.51543	0.57860	0.38854
0.42634	0.44792	0.47907
0.54927	0.45174	0.55241
0.61486	0.44278	0.60454
1.00000	0.40797	0.43881
0.63605	0.58401	0.58947
0.59259	0.68093	0.51545
0.40463	0.51388	0.38183
0.50181	0.51146	0.65334
0.54878	0.70112	0.56726
0.61969	0.53947	0.36337
0.47799	0.52126	0.37688
0.47593	0.50459	0.31311
0.53440	0.53223	0.57982
0.48694	0.66944	0.45723
0.54816	0.62305	0.45347
0.36932	0.51376	0.41724
0.69496	0.64897	0.50759
0.64565	0.61922	0.57737
0.44725	0.52618	0.40806
0.67212	0.62750	0.46992
0.43170	0.50448	0.50271
0.65648	0.58071	0.47878
0.44070	0.50800	0.26245
0.65512	0.45976	0.50150
0.63716	0.64279	0.50333
0.66207	0.47357	0.43185
0.48351	0.70997	0.37263
0.63174	0.66752	0.47106
