0.50050	0.53754	0.65745
0.40428	0.54375	0.79306
0.39164	0.58957	0.73422
0.35830	0.59418	0.65475
0.41918	0.60689	0.60870
0.47688	0.56416	0.58912
0.31777	0.54751	0.78627
0.39310	0.57249	0.55976
0.44849	0.50459	0.64747
0.38079	0.51874	0.69925
0.45066	0.59586	0.52452
0.43484	0.54921	0.70560
0.50070	0.54675	0.76021
0.46042	0.58418	0.67137
0.45721	0.58552	0.78883
0.44550	0.50706	0.74724
0.43282	0.52641	0.57089
0.39711	0.55313	0.63202
0.34603	0.55671	0.70440
0.12598	0.52236	0.19859
0.12682	0.54119	0.74290
0.04572	0.57958	0.67296
0.41241	0.54322	0.27585
0.32715	0.60454	0.33218
0.37822	0.36140	0.48097
0.45087	0.43981	0.62062
0.48698	0.41991	0.54685
0.41087	0.42351	0.51957
0.36323	0.40455	0.41901
0.49770	0.53744	0.22498
0.45731	0.47881	0.37686
0.42865	0.38065	0.55036
0.45217	0.37438	0.46871
0.46212	0.43285	0.45859
0.50257	0.43480	0.37696
0.44006	0.41452	0.38368
0.48290	0.38552	0.35787
0.51841	0.40083	0.42794
0.08747	0.54414	0.40447
0.02978	0.56657	0.37868
0.69068	0.59478	0.34745
0.45613	0.79215	0.49847
0.24012	0.72542	0.30157
0.38481	0.58085	0.44617
0.61477	0.62406	0.55674
0.61309	0.50886	0.66440
0.39611	0.77745	0.40280
0.28211	0.00000	0.82265
0.18460	0.53442	0.55414
0.35580	0.44626	0.58935
0.34675	0.71322	0.48254
0.55947	0.75198	0.53451
0.62941	0.70478	0.34369
0.40475	0.64468	0.15382
0.59946	0.59101	0.41614
0.41605	0.66454	0.38667
0.03277	0.58105	0.51258
0.81832	0.52731	0.31189
0.41159	0.67163	0.25148
0.55603	0.72693	0.62759
0.45974	0.64769	0.10666
0.69863	0.50403	0.72905
0.66224	0.61867	0.48577
0.16298	0.64887	0.30523
0.45123	0.70941	0.29474
0.77457	0.60470	0.21959
0.08914	0.66351	0.39811
0.60838	0.68221	0.41727
0.67317	0.65843	0.57739
0.32751	0.72482	0.39898
0.51927	0.62691	0.73478
0.64317	0.68807	0.19073
0.23801	0.65535	0.20821
0.30670	0.65421	0.11890
0.21972	0.64547	0.44665
0.70587	0.57939	0.73516
0.60917	0.50507	0.45849
0.48516	0.80759	0.41981
0.23517	0.51945	0.73149
0.64033	0.74502	0.47999
0.29262	0.65134	0.48858
0.17301	0.69191	0.34508
0.78203	0.51389	0.19803
0.24693	0.60938	0.49822
0.15246	0.43022	0.86337
0.55254	0.60610	0.62244
0.78747	0.51397	0.58131
0.41499	0.71061	0.79659
0.76754	0.60450	0.32200
0.72268	0.48121	0.51001
0.29602	0.58993	0.43570
0.18334	0.72267	0.48947
0.28122	0.63105	0.40134
0.01402	0.67233	0.34953
0.84184	0.68839	0.49777
0.74399	0.44423	0.31797
0.55414	0.59077	0.50884
0.49030	0.76168	0.76722
0.23712	0.44763	0.64396
0.59291	0.54893	0.43776
0.14611	0.61372	0.37063
0.76650	0.49087	0.41153
0.58947	0.74063	0.39552
0.67877	0.74209	0.37611
0.49065	0.49857	0.46105
0.02378	0.92969	0.43376
0.69625	0.48511	0.36201
0.25034	0.71231	0.20457
0.40731	0.76008	0.25285
0.12107	0.71172	0.41110
0.57968	0.66805	0.06548
0.36874	0.79121	0.31004
