0.50982	0.23676	0.50571
0.63709	0.09751	0.38629
0.34757	0.51759	0.54181
0.39267	0.38790	0.56934
0.55181	0.43747	0.50545
0.37231	0.22375	0.47738
0.35378	0.30534	0.59456
0.27627	0.29599	0.54356
0.44368	0.46432	0.63371
0.45059	0.33789	0.46364
0.53231	0.48153	0.60786
0.38363	0.44725	0.48440
0.65368	0.45019	0.57260
0.37574	0.27672	0.64974
0.42705	0.20083	0.58780
0.70573	0.54876	0.54116
0.45569	0.23631	0.60423
0.39279	0.41042	0.69834
0.49686	0.48005	0.55914
0.64243	0.18733	0.49258
0.37806	0.49199	0.51105
0.51230	0.43927	0.61481
0.39954	0.28500	0.54111
0.27050	0.31883	0.29047
0.35372	0.50751	0.26509
0.50862	0.29513	0.40677
0.57807	0.40465	0.75064
0.61322	0.39440	0.48488
0.42488	0.31843	0.57013
0.48445	0.54295	0.63026
0.40026	0.28865	0.45148
0.53338	0.34141	0.60943
0.38178	0.43314	0.54099
0.46046	0.24643	0.51057
0.36279	0.37111	0.62836
0.45321	0.28683	0.44604
0.57294	0.31820	0.61562
0.57578	0.51938	0.52223
0.69821	0.30076	0.56560
0.47702	0.39645	0.57177
0.60892	0.61467	0.60004
0.63033	0.50472	0.42975
0.50375	0.23364	0.57025
0.56260	0.25485	0.65327
0.36307	0.41457	0.65031
0.43257	0.56951	0.47810
0.65400	0.06073	0.74083
0.42502	0.37158	0.51295
0.47360	0.27479	0.58713
0.26720	0.34445	0.52290
0.74243	0.22390	0.75374
0.48516	0.20156	0.62174
0.45152	0.47984	0.57734
0.38996	0.32839	0.73170
0.60066	0.48936	0.56659
0.57412	0.53189	0.58835
0.69802	0.34788	0.57499
0.37604	0.88837	0.20376
0.58120	0.30907	0.56218
0.43086	0.40983	0.54860
0.47631	0.30283	0.49310
0.64796	0.40798	0.44079
0.44438	0.61633	0.92046
0.53818	0.35640	0.50985
0.40798	0.60109	0.53198
0.29232	0.42795	0.51665
0.38161	0.55259	0.53326
0.52914	0.32027	0.56399
0.56142	0.39218	0.39173
0.45556	0.41934	0.42273
