0.96314	0.07711
0.96406	0.12981
0.97362	0.11336
0.97294	0.11683
0.95515	0.11604
0.97423	0.10117
0.95509	0.11574
0.95949	0.07984
0.97383	0.11017
0.96844	0.12715
0.96720	0.12847
0.96354	0.12976
0.96975	0.12523
0.95487	0.11458
0.97284	0.11721
0.95489	0.09230
0.97130	0.08342
0.95399	0.10598
0.95525	0.11653
0.96817	0.12747
0.95450	0.09458
0.96358	0.12977
0.95443	0.09505
0.97421	0.10525
0.96952	0.08016
0.96865	0.12687
0.97000	0.12479
0.96534	0.07717
0.56271	0.56110
0.97386	0.10999
0.96286	0.07719
0.96964	0.08119
0.97399	0.09708
0.97059	0.08206
0.95497	0.11510
0.97184	0.12069
0.95377	0.10201
0.95878	0.08092
0.95948	0.07984
0.97382	0.09299
0.95508	0.11568
0.95524	0.11646
0.96352	0.12976
0.95525	0.11650
0.97424	0.10398
0.96207	0.07748
0.95510	0.11578
0.96405	0.07697
0.97068	0.08301
0.97403	0.09748
0.95774	0.08299
0.96863	0.12690
0.96584	0.12937
0.95875	0.08099
0.95508	0.11569
0.96964	0.08119
0.95442	0.09512
0.95839	0.12539
0.97405	0.09772
0.95931	0.12682
0.97382	0.09299
0.96053	0.07867
0.96392	0.07698
0.95397	0.10541
0.97236	0.08711
0.95789	0.12446
0.95853	0.12564
0.96947	0.12568
0.97110	0.12261
0.96817	0.12748
0.95397	0.09968
0.95807	0.12482
0.95775	0.12417
0.97343	0.09128
0.96258	0.12956
0.96954	0.08103
0.95796	0.12461
0.97294	0.11682
0.96249	0.12954
0.95644	0.08617
0.95570	0.08867
0.96543	0.12956
0.95383	0.10182
0.95774	0.08300
0.95807	0.12482
0.95951	0.12708
0.95568	0.08876
0.96046	0.07873
0.95371	0.10276
0.97038	0.08247
0.96641	0.07769
0.96250	0.12954
0.97422	0.10091
0.95796	0.12461
0.97111	0.12260
0.95393	0.10028
0.95394	0.10007
0.96536	0.12959
0.95853	0.12564
0.95809	0.12485
0.97082	0.12328
0.95384	0.10382
0.95853	0.12564
0.97111	0.12259
0.97242	0.08729
0.95514	0.11596
0.95853	0.12564
0.97226	0.08680
0.95807	0.12482
0.96258	0.12956
0.96501	0.07602
0.96693	0.12869
0.95657	0.08580
0.96258	0.12956
0.96377	0.07700
