0.03522	0.56731
0.06077	0.57415
0.06033	0.55914
0.00000	0.60576
0.00970	0.55438
0.06280	0.60940
0.02306	0.59713
0.01414	0.59433
0.00529	0.59400
0.03184	0.56402
0.00036	0.54922
0.02360	0.58720
0.03776	0.53853
0.02116	0.55114
0.04778	0.53886
0.03683	0.60042
0.05322	0.56671
0.05347	0.61137
0.04079	0.60990
0.52727	0.90275
0.27189	0.54361
0.76915	0.51456
0.29560	0.64279
0.55504	0.69807
0.28267	0.59513
0.25830	0.52500
0.23473	0.63028
0.21866	0.59492
0.21533	0.56354
0.28538	0.63499
0.22049	0.57034
0.22209	0.61530
0.22432	0.61673
0.22058	0.62845
0.20747	0.64247
0.20656	0.62679
0.20648	0.64074
0.20634	0.64050
0.68831	0.72266
0.63087	0.70490
0.78831	0.18049
0.48235	0.20654
0.67457	0.22214
0.40422	0.55433
0.59232	0.06552
0.88497	0.14145
0.56773	0.26239
0.62285	0.48469
0.56779	0.54204
0.43493	0.58613
0.58383	0.32632
0.50125	0.20929
0.71630	0.17584
0.66254	0.24604
0.90274	0.21505
0.59881	0.31229
0.63038	0.56118
0.78574	0.20166
0.58344	0.18643
0.51845	0.15993
0.64853	0.16605
0.70165	0.06588
0.71659	0.12476
0.64035	0.58534
0.61013	0.37346
0.80092	0.04592
0.60744	0.62183
0.52481	0.07249
0.54341	0.13479
0.55194	0.32605
0.67978	0.23238
0.70091	0.22931
0.65721	0.39415
0.73699	0.50981
0.66673	0.57451
0.90928	0.22203
0.85997	0.20216
0.47013	0.16142
0.10213	0.56453
0.64523	0.10788
0.48522	0.34707
0.68231	0.51072
0.98891	0.17127
0.55168	0.60913
0.35592	0.56435
0.80995	0.16420
0.78630	0.09503
0.66700	0.09377
0.82292	0.12587
0.87788	0.20610
0.54297	0.61726
0.67399	0.49193
0.61361	0.54004
0.65703	0.44060
0.69487	0.07623
0.84884	0.22138
0.95986	0.23958
0.35795	0.54387
0.50083	0.57481
0.75192	0.04714
0.64558	0.63762
0.87326	0.19711
0.46277	0.13116
0.66411	0.14381
0.65801	0.43470
0.51185	0.56652
0.81942	0.05066
0.69860	0.50275
0.56114	0.34105
0.63081	0.47112
0.45700	0.08951
0.62909	0.32212
0.92929	0.26081
0.39593	0.53857
0.49479	0.59459
0.35828	0.54155
0.52198	0.58975
0.50290	0.62409
0.90829	0.30856
0.90386	0.12810
0.62423	0.61774
0.67121	0.10500
0.34816	0.56653
0.49543	0.16753
0.95554	0.24193
0.63251	0.43945
0.96690	0.10279
0.85340	0.06924
0.67725	0.13959
0.85653	0.08732
0.96374	0.31253
0.93749	0.21149
0.80436	0.11855
0.65696	0.58683
0.49503	0.58593
0.68002	0.47627
0.91966	0.26323
0.94225	0.15908
0.42924	0.17423
0.51918	0.23996
0.51656	0.56972
0.58459	0.56658
0.63839	0.36901
0.63268	0.45682
0.61030	0.08563
0.59860	0.11183
0.74416	0.15877
0.93760	0.04483
0.44160	0.54105
0.49485	0.11110
0.64696	0.61603
0.45940	0.12317
0.52645	0.24626
0.86081	0.29703
0.52497	0.58397
0.39815	0.54980
0.67991	0.59708
0.46283	0.51797
0.38673	0.57287
0.97712	0.26244
0.88694	0.20489
0.51665	0.54508
0.53011	0.26962
0.58185	0.09305
0.74988	0.04278
0.38343	0.54037
0.84243	0.19242
0.92440	0.09138
0.58809	0.62133
0.58302	0.10287
0.49138	0.23707
0.36420	0.54568
0.58111	0.35531
0.92587	0.33601
0.69622	0.39544
0.56415	0.57618
0.51338	0.27317
0.43330	0.54686
0.34471	0.54010
0.65485	0.49458
0.56826	0.29034
0.58988	0.34963
0.77878	0.06645
0.86002	0.06361
0.86382	0.15166
0.56486	0.17649
0.64164	0.08051
0.60953	0.04457
0.88055	0.11150
0.49571	0.35321
0.93305	0.34576
0.97299	0.20631
0.54075	0.31380
0.90542	0.30462
0.92168	0.28774
0.86486	0.11877
0.87450	0.22905
0.91823	0.13606
0.64362	0.69738
0.92067	0.15709
0.78220	0.04514
0.59804	0.52468
0.53714	0.19280
0.57714	0.61198
0.52860	0.05596
0.73544	0.01383
0.51270	0.60526
0.40779	0.56283
0.76344	0.50562
0.40077	0.57682
0.53358	0.56851
0.44512	0.55256
0.51883	0.09226
0.58229	0.55027
0.35424	0.55890
0.49762	0.57360
0.54239	0.55648
0.30816	0.70993
0.45183	0.31474
0.28896	0.73635
0.37747	0.99542
0.29931	0.74923
0.33376	0.75410
0.33433	0.75740
0.30047	0.71386
0.37393	0.74789
0.42588	0.77427
0.49715	0.95504
0.34473	0.72122
0.37015	0.77092
0.33537	0.78209
0.27004	0.76173
0.51415	0.43763
0.51111	0.47055
0.44460	0.31248
0.50728	0.69310
0.59865	0.45584
0.58112	0.39920
0.72091	0.46099
0.60531	0.48894
0.47528	0.92529
0.41415	0.71476
0.59861	0.45497
0.48937	0.27684
0.56205	0.16223
0.43365	0.84267
0.47436	0.26237
0.43489	0.86569
0.31130	0.65458
0.41619	0.29037
0.42030	0.82709
0.50197	0.69372
0.43398	0.82637
0.47303	0.80498
0.40009	0.77142
0.43359	0.85031
0.51975	0.79243
0.44396	0.60937
0.46068	0.89797
0.41107	0.91093
0.49682	0.84715
0.40256	0.80370
0.47600	0.88363
0.46256	0.89318
0.53646	0.51214
