0.27587	0.43869	0.86011
0.20848	0.33540	0.82406
0.29321	0.36651	0.87724
0.28302	0.38475	0.95863
0.26017	0.47136	0.78047
0.22250	0.50675	0.86250
0.32649	0.47187	0.92295
0.27302	0.38053	0.79535
0.36715	0.38797	0.92645
0.32475	0.51183	0.83662
0.20823	0.38906	0.90222
0.36592	0.43093	0.85682
0.24231	0.46607	0.94036
0.35910	0.35086	0.81905
0.23497	0.30383	0.90501
0.34229	0.30389	0.91545
0.34747	0.44035	0.77831
0.29028	0.29345	0.83531
0.19468	0.42426	0.82698
0.38840	0.58195	0.48432
0.25226	0.19512	0.59429
0.27557	0.15509	0.65249
0.29071	0.50781	0.23377
0.54400	0.40874	0.47665
0.09862	0.49049	0.71523
0.17064	0.27726	0.63331
0.12324	0.33028	0.64719
0.09576	0.30873	0.58872
0.14428	0.52093	0.59801
0.42253	0.63567	0.29024
0.17074	0.33810	0.53619
0.07377	0.40827	0.69674
0.13952	0.43504	0.69419
0.12402	0.40164	0.59777
0.04353	0.39081	0.59064
0.06911	0.45998	0.61328
0.05526	0.44919	0.54350
0.00000	0.45521	0.59462
0.51108	0.32881	0.37202
0.56995	0.33273	0.35374
0.83514	0.61702	0.31094
0.53856	0.63741	0.78588
0.70919	0.19456	0.81054
0.30952	0.11123	0.41698
0.79649	0.70037	0.54391
0.92282	0.41532	0.35837
0.49956	0.65260	0.85539
0.82433	0.29941	0.66555
0.33150	0.10595	0.50773
0.24759	0.32069	0.42312
0.71935	0.53080	0.80224
0.53015	0.77879	0.92823
0.48509	0.82431	0.49653
0.85689	0.79601	0.75305
0.81452	0.59557	0.39485
0.70566	0.50237	0.71119
0.60978	0.15648	0.59290
0.82348	0.68622	0.21758
0.46669	0.50096	0.87493
0.46653	0.55592	0.38306
0.87119	0.85958	0.73110
0.90058	0.16019	0.53051
0.72574	0.73223	0.44116
0.73766	0.22933	0.64627
0.62826	0.77059	0.90859
0.56744	0.74349	0.28130
0.54257	0.17123	0.66871
0.57301	0.86815	0.54517
0.69076	0.67714	0.64869
0.77303	0.60788	0.79230
0.50596	0.95341	0.47926
0.49627	0.87511	0.36469
0.54892	0.23273	0.75118
0.46763	0.10856	0.71967
0.56576	0.08192	0.67658
0.87039	0.47372	0.63029
0.89878	0.58609	0.89423
0.45934	0.59826	0.76402
0.34419	0.37162	0.71181
0.43115	0.76437	0.60050
0.66686	0.36043	0.59499
0.74576	0.32863	0.61249
0.73553	0.45120	0.37312
0.53671	0.16071	0.55962
0.22199	0.23491	0.41610
0.92736	0.52944	0.61355
0.90864	0.52813	0.29011
0.64584	0.66889	0.48665
0.88411	0.53861	0.37347
0.92255	0.67784	0.22419
0.50459	0.08780	0.58157
0.67277	0.29697	0.86050
0.66745	0.10148	0.64379
0.77562	0.37797	0.70729
0.77642	0.68702	0.40032
0.67956	0.52549	0.13482
0.81307	0.81858	0.22603
0.14799	0.32382	0.43726
0.30112	0.19002	0.49682
0.66081	0.46182	0.46936
0.61618	0.33893	0.03330
0.73959	0.52387	0.22802
0.45461	0.63044	0.62784
0.51358	0.85360	0.66048
0.71515	0.42067	0.64146
0.44460	0.23056	0.54138
0.72320	0.48110	0.29400
0.74779	0.14869	0.61947
0.58635	0.51062	0.85918
0.78383	0.21010	0.72359
0.69111	0.80563	0.62229
0.62398	0.57399	0.93591
0.72860	0.43676	0.06633
0.17817	0.22897	0.49497
0.41642	0.15280	0.31274
0.27043	0.31084	0.34320
0.34972	0.01847	0.46561
0.54667	0.23436	0.59016
0.81388	0.42086	0.08225
0.65977	0.51348	0.39315
0.60949	0.17483	0.79653
0.84224	0.66720	0.44925
0.25728	0.28436	0.22265
0.33750	0.74361	0.66668
0.66528	0.45937	0.22522
0.44065	0.72461	0.93400
0.76854	0.51699	0.13907
0.82053	0.91338	0.30371
0.72468	0.72745	0.58301
0.82004	0.41412	0.41101
1.00000	0.40355	0.28308
0.57996	0.57992	0.13283
0.63993	0.60689	0.36055
0.70926	0.32875	0.76566
0.33125	0.23429	0.30433
0.64067	0.20643	0.64533
0.73246	0.34031	0.17356
0.83241	0.43099	0.53290
0.64074	0.81219	0.55843
0.67655	0.65502	0.91919
0.47135	0.10631	0.37692
0.79725	0.25161	0.58408
0.75325	0.27169	0.82163
0.70153	0.16050	0.70095
0.62170	0.74543	0.62369
0.52600	0.71946	0.62330
0.46992	0.87701	0.58243
0.83654	0.60563	0.13996
0.36775	0.19679	0.43764
0.77719	0.80215	0.61341
0.69177	0.19551	0.56078
0.57761	0.75880	0.53886
0.58346	0.67170	0.90493
0.84557	0.77522	0.48301
0.48306	0.19753	0.37380
0.78734	0.17966	0.46308
0.63334	0.39910	0.67701
0.39158	0.14222	0.39077
0.21232	0.16087	0.36111
0.71199	0.55716	0.48895
0.91546	0.45610	0.10001
0.32303	0.14273	0.33023
0.64059	0.72766	0.82628
0.59371	0.58528	0.56071
0.74473	0.73131	0.26836
0.13750	0.21903	0.42553
0.74771	0.53057	0.38473
0.57285	0.43486	0.25978
0.56501	0.10609	0.50183
0.54433	0.95974	0.68723
0.56948	0.69805	0.82569
0.25928	0.26417	0.48633
0.68216	0.58636	0.74116
0.83489	0.46897	0.14663
0.68071	0.32732	0.68204
0.44430	0.05994	0.52703
0.48029	0.71561	0.77885
0.18432	0.29541	0.28732
0.14700	0.22509	0.34530
0.75079	0.29165	0.70913
0.68315	0.61697	0.83100
0.55625	0.40357	0.76527
0.63734	0.64557	0.27572
0.73884	0.64453	0.34641
0.90862	0.38708	0.45694
0.51412	0.67105	0.71477
0.61969	0.19252	0.11900
0.76027	0.66207	0.49099
0.92281	0.49000	0.49071
0.63987	0.46267	0.92981
0.77745	0.32470	0.26890
0.59578	0.43170	0.14763
0.52110	0.75693	0.85253
0.66856	0.58541	0.22612
0.56012	0.49115	0.38644
0.64831	0.52516	0.31312
0.82035	0.18813	0.90665
0.88173	0.53764	0.14964
